Barcode,Product Name,Department,Brand,Supplier,total_qty,total_revenue,times_sold,avg_cost
9770307757815,DAILY MAIL MONDAY,NEWS,,,15.0,19.5,15,1.0
3116740015536,TUBBLE GUM TUBE PASTE,CONFECTIONERY,,,15.0,22.35,13,0.6
5060215336221,I HEART PINOT GRIGIO,WINE,,,15.0,119.85,9,1.0
5054267014350,LUCOZADE ENERGY CHERRY,SOFT DRINKS,,,15.0,22.5,14,0.7335714285714285
5012035985110,Haribo Maoam Stripes PM125,CONFECTIONERY,,,15.0,18.75,13,0.6653846153846155
5000382126720,BOOST WATER+ CITRUS,SOFT DRINKS,,PARFETTS,15.0,15.0,14,0.58
5056784913222,MONSTER ENERGY ZERO 1.75,SOFT DRINKS,,PARFETTS,15.0,26.25,15,0.87
5000168039718,MINI CHEDDERS,CRISPS & SNACKS,,,15.0,18.75,15,0.87
5060926503240,AU VODKA X TANGO APPLE,ARTDS,,PARFETTS,15.0,43.35,11,1.6699999999999997
5000328043807,DORITOS 3D SIZZLING STEAK,CRISPS SNACKS & NUTS,,PARFETTS,15.0,20.25,14,0.9400000000000001
5027952012573,BAKER STREET SEEDED RYE BRD,BAKERY,,,14.0,32.9,14,1.0
3057640308338,VOLVIC STILL STRAWBERRY,SOFT DRINKS,,,14.0,28.699999999999996,13,0.16999999999999998
5054267016453,LUC SP AJ F/P PM £1.60,SOFT DRINKS,,PARFETTS,14.0,22.400000000000002,14,0.95
5000328036670,WALKERS PICKLED ONION,CRISPS & SNACKS,,,14.0,18.900000000000002,13,0.7915384615384616
5060072652199,CHEWITS XTREME SOUR CHERRY,CONFECTIONERY,,,14.0,9.66,12,0.2883333333333334
5000328037110,QUAVERS CHEESE,CRISPS & SNACKS,,,14.0,18.900000000000002,13,0.8
5000112693638,FANTA LEMON 90P,SOFT DRINKS,,PARFETTS,14.0,12.6,13,0.42
8445290698148,Bakers Allsorts PM139,PET CARE,,,14.0,19.459999999999997,12,0.7799999999999999
5000112693591,COCA COLA ZERO 90P,SOFT DRINKS,,PARFETTS,14.0,12.6,13,0.37
4025500277031,MULLER CORNER VAN CHOCBLL,CHILLED FOODS,,,14.0,13.299999999999999,8,0.08
8445291875883,Aero Giant Milk PM165,CONFECTIONERY,,,14.0,23.099999999999998,14,0.9185714285714287
8721317746390,P/NOOD CHICK& MUSH £1.29,GROCERY FOOD,,PARFETTS,14.0,18.060000000000002,11,0.94
5020628003905,Thatchers Zero Cider,ALCOHOL,,,14.0,69.86,12,2.67
5027291040251,HN LARGE SAUSAGE ROLL,COLD MEAT,,,14.0,37.1,14,1.0
5029106000078,D GRATED MATURE WHT CHED,CHILLED,,PARFETTS,14.0,34.86,12,1.79
5449000177650,CC ZERO/DIET MIX S/FAN,SOFT DRINKS,,PARFETTS,14.0,20.16,14,0.96
5012035972318,R/BOW STRIPS Z!NG ?1.25,CONFECTIONERY,,,14.0,17.5,13,0.6130769230769231
5054267014367,LUCOZADE ENERGY CARIBBEAN CRUSH,SOFT DRINKS,,,14.0,21.0,14,0.7335714285714285
5060592005260,MARLBRO GOLD,TOBACCO,,,14.0,264.46000000000004,14,1.0
5054267013063,LUCOZADE ENERGY ORIGINAL,SOFT DRINKS,,,14.0,28.0,13,1.139230769230769
4251097405278,PEPERAMI ORIGINAL,CHILLED FOODS,,,14.0,14.0,11,0.04
96207819,POLO TUBE PM 60P,CONFECTIONERY,,PARFETTS,14.0,8.4,12,0.36999999999999994
5010478561021,SWIZZELS SQUASHIES ORIG PM69,CONFECTIONERY,,,14.0,9.66,11,0.28
5010478938816,SMATLOW REFRESH STRW CHEW BR,CONFECTIONERY,,,14.0,2.8,8,0.08
90493294,REDBULL SF LILAC £1.70,SOFT DRINKS,,PARFETTS,14.0,23.8,14,0.7299999999999999
5014201655414,HENRY WESTONS VINTAGE,ALCOHOL,,,14.0,48.86,7,1.56
5010102340459,R Whites PM159,SOFT DRINKS,,,14.0,22.26,13,0.91
5054267014374,LUCOZADE ZERO PINK,SOFT DRINKS,,,14.0,21.0,13,0.7400000000000001
5010438023859,VIMTO ORIGINAL 80P,SOFT DRINKS,,PARFETTS,14.0,11.200000000000001,13,0.29
5000112688283,DR PEPPER CHRY ZRO PM85P,SOFT DRINKS,,PARFETTS,14.0,11.9,13,0.4
5000159607858,MALTESERS STD BAG PM89,CONFECTIONERY,,,14.0,12.46,12,0.54
5000112687422,JACK DAN COKE ZERO £2.59,ARTDS,,PARFETTS,14.0,36.26,9,1.54
5018811000381,DELPHI COLESLAW,CHILLED FOODS,,PARFETTS,13.0,25.869999999999997,10,1.49
5014379030662,Stella Artois 4x440ml PM649,ALCOHOL,,,13.0,84.37,11,3.8836363636363633
5012035997687,Haribo Soda Twist Zing PM125,CONFECTIONERY,,,13.0,16.25,13,0.6715384615384615
5449000011527,Fanta Orange Can,SOFT DRINKS,,,13.0,16.9,10,0.49000000000000005
8715700124575,HZ TOMATO KETCHUP PM335,HOUSEHOLD SUNDRIES,,,13.0,43.550000000000004,13,2.6499999999999995
5027291032102,LEMON ICED CAKE,CAKES,,,13.0,51.870000000000005,12,1.0
7622201386573,RITZ ORIGINAL CRACKERS PM149,RETAIL GROCERY,,,13.0,19.37,12,1.125
5035766066811,CRUZCAMPO 4 PACK £7.49,BEER LAGER,,PARFETTS,13.0,97.37,13,4.17
5000237206737,McCOYS THAI SWEET CHICKEN,CRISPS & SNACKS,,,13.0,17.55,13,0.73
7622202262524,MILKA HAPPY COW,DEFAULT,,,13.0,22.75,12,1.0
5060926500331,AU VODK BLUE RASPBERRY SODA,ALCOHOL,,,13.0,45.370000000000005,5,1.67
5000431026995,PLAYERS SK REAL RED TTT,TOBACCO,,,13.0,219.12,8,1.0
5000159603508,M&Ms Crispy Treat Bag PM169,CONFECTIONERY,,,13.0,21.97,13,1.0146153846153845
5000328038780,WALKERS  MAX FLAME GRILLED STEAK,CRISPS & SNACKS,,,13.0,17.55,13,0.8
7610113007792,BACARDI MOJITO,ALCOHOL,,,13.0,36.269999999999996,7,1.2900000000000003
8003440927335,CHUPA CHUPS APPLE BELTS,RETAIL GROCERY,,,13.0,16.77,13,0.7100000000000001
5000382124221,BARR CREAM SODA PM69,SOFT DRINKS,,,13.0,8.969999999999999,11,0.35
7622202343100,CAD C.D.M CARAMEL PM99P,CONFECTIONERY,,PARFETTS,13.0,12.87,12,0.61
7622202342554,CAD DAIRY BISCOFF 1.95,CONFECTIONERY,,PARFETTS,13.0,25.349999999999998,13,1.25
5056784915158,MONSTER PUNCH MIXXD,SOFT DRINKS,,PARFETTS,13.0,24.05,13,0.86
5060045050519,NUCLEAR SLUDGE SOUR APPL,CONFECTIONERY,,,13.0,3.25,10,0.472
5410438047914,YAZOO STRAWBERRY £1.39,SOFT DRINKS,,PARFETTS,13.0,18.07,13,0.88
5012035986490,HAR  FOOTBALL FREN £1.25,CONFECTIONERY,,PARFETTS,13.0,16.25,12,0.67
5000328036618,WALKERS SALT & VINEGAR PM135,CRISPS & SNACKS,,,13.0,17.55,13,0.8
7622202814549,CADBURY CHOC ECLAIR £1,CONFECTIONERY,,PARFETTS,13.0,13.0,11,0.5781818181818181
5029053583013,ANDREX SUPREME QUILTS PM299,HEALTH & BEAUTY,,,13.0,38.870000000000005,13,1.63
7622202275647,CADBURYS WISPA GOLD 89P,CONFECTIONERY,,PARFETTS,13.0,11.57,12,0.55
5012035972035,Haribo Starmix PM125,CONFECTIONERY,,,13.0,16.25,13,0.6715384615384615
5011007027254,MALIBU PINA COLADA 2.19,SPIRITS,,,13.0,28.47,6,1.21
5010035001304,Foxs Gldn Crnch Creams PM149,RETAIL GROCERY,,,13.0,19.37,13,0.75
8445291877627,Kit Kat Chunky Milk PM89,CONFECTIONERY,,,13.0,11.57,11,0.45
5023833039073,JUST CHICKEN WITH LIVER,PET,,,13.0,25.87,8,1.0
5901356070981,COCONUT CREAM WAFER ROLLS,CONFECTIONERY,,,13.0,15.469999999999999,10,1.0
5000112547634,SCHWEPPES S/L LMNADE PM175,SOFT DRINKS,,,13.0,22.75,11,1.0
5000354929878,BATCH SN CHIX £1.09,GROCERY FOOD,,PARFETTS,13.0,14.170000000000002,9,0.7688888888888888
7394376616228,OATLY BARISTA EDITION OAT DR,CHILLED FOODS,,,13.0,31.07,13,1.6700000000000002
5056784915660,MONST ULT PEA KEEN £1.75,SOFT DRINKS,,PARFETTS,13.0,22.75,13,0.87
8000500461266,KINDER BUENO CLASSIC 89P,CONFECTIONERY,,PARFETTS,13.0,11.57,10,0.59
5000112693560,COCA COLA CHERRY £1.15,SOFT DRINKS,,PARFETTS,13.0,14.95,13,0.6
5010134923187,BRANCOTT ESTATE SAU BLAN,WINE,,PARFETTS,13.0,149.37,13,7.09
5056908600069,LAGORA ROLLES HAZELNUT &#38; PEANUT,RETAIL GROCERY,,,13.0,12.87,12,1.0
7310511803001,Daim Bar,RETAIL GROCERY,,,13.0,16.900000000000002,12,0.51
5011157996776,TILDA STEAM BASMATI 1.29,RETAIL GROCERY,,,12.0,15.48,8,1.0
5027291083173,SALTED CARAMEL,CONFECTIONERY,,,12.0,35.88,12,1.0
5029053582986,ANDREX CLASSIC CLEAN PM299,NON FOOD,,,12.0,35.88,12,1.63
5017353504760,GALPHARM PARACETAMOL 500MG,GROCERY,,,12.0,15.0,11,0.36
7622202817007,MAYNARDS WINE GUMS £1,CONFECTIONERY,,PARFETTS,12.0,12.0,10,0.544
7622202828133,CDM CARAMILK BAR £1.75,CONFECTIONERY,,PARFETTS,12.0,21.0,12,1.11
5000143958621,AMBER LEAF 30G,TOBACCO,,,12.0,345.6,12,0.20000000000000004
5000289939188,GORDONS&DIET TONIC £2.25,ARTDS,,PARFETTS,12.0,27.0,7,1.32
34000152575,Reeses Fastbreak,CONFECTIONERY,,,12.0,13.799999999999999,8,0.62
3057640407598,VOLVIC SUMMER FRUITS,SOFT DRINKS,,,12.0,24.599999999999998,11,0.95
5010035002127,FOXS M/CHOC CHUNK 2.49,BISCUITS,,PARFETTS,12.0,29.880000000000003,11,1.528181818181818
5027291080035,HENLLAN CARROT CAKE,CAKES,,,12.0,47.88,12,1.0
5010038484098,Madri,ALCOHOL,,,12.0,46.68,9,2.04
5059630005836,GO LOCAL BABY WIPES 89P,HEALTH & BEAUTY,,,12.0,10.68,9,0.47
5012035972066,Haribo Supermix PM125,CONFECTIONERY,,,12.0,15.0,12,0.54
5000328036410,SENSATIONS THAI SWEET CHILLI,CRISPS & SNACKS,,,12.0,16.200000000000003,12,0.87
5000328035987,QUAVERS RED LEICESTER,CRISPS & SNACKS,,,12.0,16.200000000000003,11,0.8
5901356070974,TAGO CHOCOLATE CREAM,CONFECTIONERY,,,12.0,14.28,11,0.85
5020379187930,ES Berries Energy Drink PM50,RETAIL GROCERY,,,12.0,6.0,9,0.23000000000000004
5010102346376,ROB F/S ORAN NAS £1.59,SOFT DRINKS,,PARFETTS,12.0,19.080000000000002,12,0.9
7622202342516,CADBURY WHITE PM £1.95,CONFECTIONERY,,PARFETTS,12.0,23.4,12,1.25
5056784914939,MONSTER ENERGY PACIFIC PUNCH,SOFT DRINKS,,PARFETTS,12.0,22.200000000000003,11,0.8763636363636365
5056784915219,MONSTER ULTRA FIESTA,SOFT DRINKS,,,12.0,21.0,12,1.25
5060811386484,GRENADE FUDGE BROWNIE,SOFT DRINKS,,,12.0,33.480000000000004,12,1.3999999999999997
5056025453845,BREWDOG PUNK IPA CAN,BEER LAGER,,PARFETTS,12.0,33.0,1,1.67
5054267016460,LUCOZADE SPORT BLUE FORCE,SOFT DRINKS,,PARFETTS,12.0,19.200000000000003,11,0.83
5053990177868,Cheezit Double Cheese PM125,RETAIL GROCERY,,,12.0,15.0,12,0.94
5060461260639,ELECTRONIC LIGHTER ROUND,TOBACCO,,,12.0,13.080000000000002,12,1.0
5060389930508,HAYFIELDS BUTTER,BAKERY,,,12.0,47.88,8,1.0
5060188693222,G/ACRE THICK FRUIT YOG,CHILLED,,PARFETTS,12.0,7.8,7,0.48999999999999994
5000382128243,RUB EXOTIC PASSION 85P,SOFT DRINKS,,PARFETTS,12.0,10.2,12,0.44
5010052114247,TRANSFORM-A-SNACK CHEESE & ONION,CRISPS & SNACKS,,,12.0,12.0,9,0.44
5056784901151,MONSTER ULTRA RUBY RED,SOFT DRINKS,,,12.0,19.799999999999997,12,0.82
7622202210167,Trebor XStrong Pepprmnt PM69,CONFECTIONERY,,,12.0,8.28,10,0.43
5060884851827,TRIP MINDFUL BLNDS WLD STRWB,CONFECTIONERY,,,12.0,30.599999999999998,11,1.0
5449000009166,DIET COKE CAN,SOFT DRINKS,,,12.0,29.880000000000003,12,1.0
3057640100178,VOLVIC MINERAL WATER,SOFT DRINKS,,,12.0,26.28,12,0.8000000000000002
5060925292138,HUEL STRAWBERRY & BANANA,DEFAULT,,,12.0,59.88,9,2.3266666666666667
5000328037332,WOTSITS CRUNCHY SWEET & SPICY,CRISPS & SNACKS,,,12.0,16.200000000000003,11,0.69
5010478230415,Squashies Bubblegum PM115,CONFECTIONERY,,,12.0,13.799999999999999,12,0.54
5010578003261,LONGLEYFARM GREEK YOGURT,CHILLED FOODS,,,12.0,35.88,11,1.0
42070719,WRIGLEY EXTRA COOL BREEZE,CONFECTIONERY,,,12.0,11.399999999999999,10,0.03
5035766065401,Cruzcampo,ALCOHOL,,,12.0,44.28,10,1.7
5053990178469,Pringles Salt Vinegar PM299,CRISPS & SNACKS,,,12.0,35.88,12,1.31
8690146186526,BEBETO F.STR.PENCILS 1.00,CONFECTIONERY,,,12.0,12.0,11,0.950909090909091
8718951608061,Colgate White Teeth PM100,RETAIL GROCERY,,,12.0,12.0,11,0.66
5010578008020,Cottage Cheese N,CHILLED FOODS,,,12.0,22.200000000000003,10,1.39
40084107,KINDER SURPRISE T72,CONFECTIONERY,,,12.0,17.4,9,0.94
5012035971984,Haribo Jelly Babies PM125,CONFECTIONERY,,,12.0,15.0,12,0.73
8711327667525,HARIBO PUSH UP,FROZEN,,PARFETTS,12.0,24.0,10,1.05
5020379187855,ES Energy Drink PM50,RETAIL GROCERY,,,12.0,6.0,10,0.23000000000000004
5000232031525,Princes Tuna Chunks SWPM159,RETAIL GROCERY,,,12.0,19.080000000000002,10,1.23
5014379014457,CORONA EXTRA 620ML,ALCOHOL,,,12.0,45.480000000000004,9,1.75
90493546,RED BULL S/F £2.15,SOFT DRINKS,,PARFETTS,12.0,25.8,11,1.32
1230000131735,Nerds Gummy Cluster Fruit PM,CONFECTIONERY,,,12.0,30.0,12,1.3999999999999997
50173686,WRIGLEY EXTRA SF SPEARMINT,CONFECTIONERY,,,11.0,10.45,11,0.37000000000000005
5010438007156,VIMTO LIGHT,SOFT DRINKS,,PARFETTS,11.0,7.260000000000001,11,0.44
4009900580137,Starburst Fruit Chw TB PM100,CONFECTIONERY,,,11.0,11.0,11,0.61
5027291040756,CREAM SMALL,CAKES,,,11.0,21.45,10,1.0
8445291688766,NESCAFE AZERA AMRCN 4.49,GROCERY FOOD,,PARFETTS,11.0,49.39,11,3.1336363636363633
4009900549837,STARBURST ORIGINAL 65P,CONFECTIONERY,,PARFETTS,11.0,7.15,11,0.4
4010352652006,DFE SL CHCKN BREAST 1,CHILLED FOODS,,,11.0,11.0,9,0.1
7393714515902,KBERG MIXED FRUIT,ALCOHOL,,,11.0,36.19,9,1.9099999999999997
5061083300024,Shades The Original 150g,CONFECTIONERY,,,11.0,21.89,11,1.16
5000237206775,ROYSTERS T BONE STEAK,CRISPS & SNACKS,,,11.0,14.850000000000001,11,0.8
5020379187404,ES CHOC CHIP CKIE TWIN PM225,RETAIL GROCERY,,,11.0,24.75,11,1.0
34000109418,REESES NUT,CONFECTIONERY,,,11.0,13.75,10,0.72
3256540030794,LBRIOCHE PAIN AU CHOCOLATE X6,RETAIL GROCERY,,,11.0,24.09,11,0.08
5000328036908,WALKERS MAX PAPRIKA,CRISPS & SNACKS,,,11.0,14.850000000000001,10,0.8
5900951354991,Galxy Slted Crmel Blck PM169,CONFECTIONERY,,,11.0,18.59,11,1.08
8712100889233,WALLS SOLERO EXOTIC,ICE CREAM,,,11.0,20.79,9,0.85
5010478210882,S/MATLOW DRUMSTICK PM?1.15,CONFECTIONERY,,,11.0,12.649999999999999,9,0.55
4062139024483,7UP ZERO,SOFT DRINKS,,PARFETTS,11.0,14.850000000000001,10,0.754
5060148621128,AVANT NAT MIN WATER,SOFT DRINKS,,PARFETTS,11.0,5.39,10,0.16
7622210826053,MILKA OREO SANDWICH,CONFECTIONERY,,,11.0,25.19,11,1.0
5053990178490,Pringles BBQ PM299,CRISPS & SNACKS,,,11.0,32.89,11,1.31
5027952009542,ST.PIERRE 6 CHOC CREPES,CONFECTIONERY,,,11.0,4.4,5,1.0
5031915200297,SALADS LUXURY COLESLAW 300G,CHILLED FOODS,,,11.0,25.299999999999997,11,1.0
5053990185917,PRIN SOUR CREA&ONION1.25,CRISPS SNACKS & NUTS,,PARFETTS,11.0,13.75,10,0.6
5060466510531,RELENTLESS CHERRY,SOFT DRINKS,,,11.0,11.0,10,0.52
5060811386934,GRENADE CREME EGG 45G,CONFECTIONERY,,PARFETTS,11.0,27.39,8,0.78
8445292001441,AERO PISTACHIO BLOC 1.65,CONFECTIONERY,,PARFETTS,11.0,18.15,11,0.9827272727272728
5000168006024,MCVITIES ORIGINAL DIGS PM199,RETAIL GROCERY,,,11.0,21.89,11,1.36
5000159483049,BOUNTY BAR ICE CREAM,FROZEN,,PARFETTS,11.0,20.35,10,1.1
3057640406843,VOLVIC STRAWBERRY,SOFT DRINKS,,,11.0,21.89,10,0.17
59491009009,MRNOODDLES CHICKEN,RETAIL GROCERY,,,11.0,16.39,9,0.17
5010478477896,LOVE HEARTS LIPSTICK,CONFECTIONERY,,,11.0,5.39,7,1.0
5010052112861,MS Pork Scratchings,RETAIL GROCERY,,,11.0,19.25,9,0.77
5000118203503,POT NDLE CHICKENMUSHROOM,RETAIL GROCERY,,,11.0,19.25,6,0.08
5014379029833,San Miguel,ALCOHOL,,,11.0,39.489999999999995,7,1.72
5016096126710,PORK SCRATCHINGS,GROCERY,,,11.0,24.09,11,1.0
5016860001366,DELAMERE VANILLA MILK,CHILLED FOODS,,,11.0,17.490000000000002,10,0.9650000000000001
5012389670557,DUNNSRVR ORIG VANILLA NOURISH,FOOD TO GO,,,11.0,21.889999999999997,2,0.08
5000237207871,McCOYS SALTED CRIS £1.35,CRISPS SNACKS & NUTS,,PARFETTS,11.0,14.850000000000001,9,0.67
5060884852046,TRIP SICILIAN LEMON,SOFT DRINKS,,,10.0,20.0,9,1.0
4010352037407,HOW GERMAN SALAMI SELECT,CHILLED,,PARFETTS,10.0,16.9,10,1.25
5017353502889,GALPHARM GSL IBUPROFEN CAP18,HEALTH & BEAUTY,,,10.0,19.9,10,0.42000000000000004
1230000168045,FEASTABLES MILK CHOCOLATE,CONFECTIONERY,,,10.0,20.0,8,1.0
90496066,RED BULL S/FREE £1.70,SOFT DRINKS,,PARFETTS,10.0,17.0,9,0.7477777777777779
3057640602863,VOLVIC LEMON LIME,SOFT DRINKS,,PARFETTS,10.0,10.0,6,0.53
5054267016156,RIBENA SUMMER FRUIT 1.35,SOFT DRINKS,,PARFETTS,10.0,13.5,9,0.57
4251097405308,Peperami Hot,RETAIL GROCERY,,,10.0,10.0,9,0.69
5054267013810,LUCOZADE ALERT MANGO PEACH,SOFT DRINKS,,,10.0,10.0,10,0.462
5711953150548,S/B FRAPP COOKIES&CRM,SOFT DRINKS,,PARFETTS,10.0,22.0,8,1.5
5027291032201,HENLLEN CHOCOLATE CAKE,CAKES,,,10.0,39.900000000000006,10,1.0
5000328037271,WOTSITS REALLY CHEESY,CRISPS & SNACKS,,,10.0,13.5,10,0.8
5012035972011,HARIBO MILKSHAKE £1.25,CONFECTIONERY,,PARFETTS,10.0,12.5,10,0.54
5000328038261,CHEETOS TWIST CHEESE 49P,CRISPS SNACKS & NUTS,,PARFETTS,10.0,4.8999999999999995,5,0.29
8720182422293,Hellmanns Mayo Sqzy PM299,RETAIL GROCERY,,,10.0,29.900000000000002,10,2.2979999999999996
90493362,REDBULL SUM CURUBA £1.75,SOFT DRINKS,,PARFETTS,10.0,17.5,10,0.73
8003440927359,CHUPA CHUPS STRAWBERRY BELTS,CONFECTIONERY,,,10.0,12.5,10,0.7
5054267013032,ORANGINA £1.29,SOFT DRINKS,,PARFETTS,10.0,12.9,8,0.77
5054267015432,Ribena Blackcurrant PM135,RETAIL GROCERY,,,10.0,13.5,10,0.57
8002270196959,SANPELLEGINNO CHERRY &#38; LEMON 330ML,DEFAULT,,,10.0,17.9,7,1.0
5056357910368,MARS MILK NAS PM159,SOFT DRINKS,,,10.0,15.9,8,1.09
3068320055008,EVIAN MINERAL WATER,SOFT DRINKS,,,10.0,12.9,10,0.42000000000000004
8723400828785,Frttella Smply Strwbry PM125,CONFECTIONERY,,,10.0,12.5,10,0.67
5020379191784,ES BUTTERY SPREAD PM90,RETAIL GROCERY,,,10.0,9.0,9,1.0
5020379179751,ES SMK RNDLS BK BACON PM129,MEAT,,,10.0,12.9,7,1.0
3057067336327,OCB PAPERS & TIPS UNBLEACHED,SMOKING ACCESSORIES,,,10.0,18.5,9,0.5
5000246728725,ANCHOR BUTTER,CHILLED FOODS,,,10.0,30.9,10,1.9
5014379031416,CORONA 4 PK CAN 6.85,BEER LAGER,,PARFETTS,10.0,68.5,9,4.33
8934563220143,OH RICEY BEEF NOODLE,RETAIL GROCERY,,,10.0,17.5,9,1.0
34000217595,REESES DIPPED PRETZELS,BAKERY,,,10.0,44.900000000000006,10,1.0
5201054017012,TOTAL 0% GREEK YOGURT,RETAIL GROCERY,,,10.0,16.9,9,1.0
34000953424,REESES CHICOLAT,CONFECTIONERY,,,10.0,26.8,7,1.0
8723400799931,F/T BERRIES/CHER V ?1.25,CONFECTIONERY,,,10.0,12.5,9,0.67
5000237206577,DISCOS CHEESE & ONION,CRISPS & SNACKS,,,10.0,13.5,8,0.96
4000177031377,CAPRI SUN CHERRY £1.19,SOFT DRINKS,,PARFETTS,10.0,11.899999999999999,9,0.64
5000382124481,BARR LEMONADE,SOFT DRINKS,,PARFETTS,10.0,10.0,9,0.54
7622202245428,CADB CRUNCHY MELTS 1.65,CONFECTIONERY,,,10.0,16.5,10,1.0
5000168009162,JACOBS ORANGE CLUB £1.49,BISCUITS,,PARFETTS,10.0,14.9,10,0.9399999999999998
5010459005179,HUGHLAND SPARKLING,SOFT DRINKS,,,10.0,10.5,4,0.35
5010102346345,Robs Apple&Blkcrnt PM159,SOFT DRINKS,,,10.0,15.9,10,0.9
5011061105042,SCREAM BIG LICK BLU RAZ,CONFECTIONERY,,PARFETTS,10.0,10.0,9,0.57
5010102244962,TANGO ORANGE PM75 CAN,RETAIL GROCERY,,,10.0,7.5,9,0.37
5000112687439,JACK DAN COKE CHERY 2.59,ARTDS,,PARFETTS,10.0,25.9,6,1.46
5012035971953,Haribo Happy Cola PM125,CONFECTIONERY,,,10.0,12.5,9,0.73
5000328133034,SMITHS BCNFRIES 24X4CARD,CRISPS & SNACKS,,,10.0,10.0,8,0.10750000000000001
8720608036691,PG Tips PM175,RETAIL GROCERY,,,10.0,17.5,9,1.31
5449000081674,FANTA MANGO 300ML,SOFT DRINKS,,,10.0,14.0,8,1.0
5061013949736,Monster Aussie Lemnade,SOFT DRINKS,,,10.0,17.5,9,0.8999999999999999
5410438047990,YAZOO STRAWBERRY PM209,SOFT DRINKS,,,10.0,20.9,8,1.25
5027291083302,HENLLAN VANILLA SCHOOL CAKE,CAKES,,,10.0,27.5,10,1.0
5000382127789,BOOST SPORT RASPBERRY & MANGO,SOFT DRINKS,,PARFETTS,10.0,10.0,9,0.54
4009900580076,SKITTLES TROP SWT T/B £1,CONFECTIONERY,,PARFETTS,10.0,10.0,10,0.61
7622202342455,CADBURY OREO WHITE £1.95,CONFECTIONERY,,PARFETTS,10.0,19.5,10,1.25
5000168005966,FLIPZ MLK/CH PRETZ 1.49,CRISPS SNACKS & NUTS,,PARFETTS,10.0,14.9,9,0.94
5060072652182,CHEWITS SWEET CHERRY,CONFECTIONERY,,,10.0,6.8999999999999995,9,0.36
5033022002269,ICE VALLEY WATER,SOFT DRINKS,,,10.0,9.5,4,0.04
4062139024544,LIPTON ITEA LEMON £1.39,SOFT DRINKS,,PARFETTS,10.0,13.899999999999999,9,0.58
5060495116988,HUEL BANANA,SOFT DRINKS,,,10.0,35.0,8,2.055
80759096,CHUPA CHUPS FRUTTI,RETAIL GROCERY,,,10.0,6.0,9,0.3
5060004630004,POLAR PACK,FRUIT & VEG,,,10.0,27.9,10,1.0
5000112690835,FANTA GRAPE,SOFT DRINKS,,PARFETTS,10.0,14.0,10,0.77
7622202828232,CDM OREO CHOC BAR £1.75,CONFECTIONERY,,PARFETTS,10.0,17.5,10,1.102
7622202245442,Cad Milk Choc Fingers PM165,RETAIL GROCERY,,,10.0,16.5,10,1.02
5010511477227,PRINCESS PINKWHITE MMALLOWS,CONFECTIONERY,,,10.0,10.0,10,0.58
7622202342929,CADBURY TWIRL ORANGE PM99,CONFECTIONERY,,,10.0,9.9,10,0.61
8716003100037,CHERRY TOMATO P/P,FRUIT & VEG,,,10.0,19.9,8,1.0
5012035986599,Haribo Happy Cola Z!ng PM125,CONFECTIONERY,,,10.0,12.9,10,0.73
8711327667174,Magnum Utopia Double Hazelnt,FROZEN FOODS,,,10.0,25.9,8,1.36
8445291876330,Aero Giant Orange PM165,CONFECTIONERY,,,9.0,14.85,9,0.8999999999999999
5027291082510,HENLLAN TOFFEE MUFFIN,CAKES,,,9.0,17.91,8,1.0
30107014,OCB PREMIUM SLIM & TIPS,SMOKING ACCESSORIES,,,9.0,17.91,9,1.0
5012035997700,Haribo Bubblegum Bottles Zin,CONFECTIONERY,,,9.0,11.25,9,0.73
5000112684643,Sprite PM215,SOFT DRINKS,,,9.0,19.349999999999998,8,1.22
5010102352100,ROB F/SHT APPLE/BLCK 99P,SOFT DRINKS,,PARFETTS,9.0,8.91,8,0.48000000000000004
5000112684391,Coca Cola Zero Cherry PM140,RETAIL GROCERY,,,9.0,12.6,9,0.54
5027291080370,CHEESE&#38;ONION,COLD MEAT,,,9.0,28.349999999999998,9,1.0
5012035971991,HARI JELLY BEANS ?1.25,CONFECTIONERY,,,9.0,11.25,9,0.5911111111111111
5012035972165,Haribo Chamallows PM125,CONFECTIONERY,,,9.0,11.25,9,0.54
5054267012943,LUCOZADE ALERT TROPICAL,SOFT DRINKS,,,9.0,9.0,8,0.47625
5056357910382,MILKY WAY MILK DRINK PM159,SOFT DRINKS,,,9.0,14.31,8,1.09
5056267009886,COLGATE TRIPLE ACTION ?1,GROCERY,,,9.0,9.0,7,0.85
5000112684629,FANTA ORANGE ZERO PM140,SOFT DRINKS,,,9.0,12.6,9,0.82
5010459000969,H/S APPL B/CURRANT STILL,SOFT DRINKS,,PARFETTS,9.0,14.31,8,0.68
8003340808314,LINDOR BAR PISTACHI 1.20,DEFAULT,,,9.0,10.799999999999999,8,0.765
4250402400267,DFE HOTSPICY MTBALLS,CHILLED FOODS,,,9.0,9.0,6,0.13
5010438018930,Vimto NAS PM165,SOFT DRINKS,,,9.0,14.85,8,1.08
5027952016496,BAKER ST SEEDED BURGER BUNS,RETAIL GROCERY,,,9.0,19.349999999999998,9,1.0
5027291083029,MINI BAKEWELLSLICES,RETAIL GROCERY,,,9.0,24.21,9,0.08
5060925290752,HUEL BLACK EDITION CHOCOLATE,SOFT DRINKS,,,9.0,35.910000000000004,9,2.1933333333333334
5010052114162,TRANSFORM-A-SNACK BEEF,CRISPS & SNACKS,,,9.0,4.5,9,0.27
5060145180901,pilsner,ALCOHOL,,,9.0,29.25,4,1.0
